team_name,team_id,elo,matches_played
Unknown,9600331,1493.27,9
Unknown,9956373,1493.18,7
Unknown,9710583,1492.75,11
Unknown,9472228,1492.53,7
Unknown,9860341,1491.59,2
Unknown,9885338,1491.53,29
Unknown,8849817,1491.45,131
Unknown,9980558,1491.36,5
Unknown,10020218,1491.12,1
Unknown,9505989,1491.05,3
Unknown,9751913,1491.03,1
Unknown,9894581,1490.95,3
Unknown,5956925,1490.74,5
Unknown,2447560,1490.71,1
Unknown,10054632,1490.61,1
Unknown,6465449,1490.49,1
Unknown,9834160,1490.47,3
Unknown,9614636,1490.47,1
Unknown,2114225,1490.37,5
Unknown,10020527,1490.34,3
Unknown,9973477,1490.15,303
Unknown,7587797,1490.12,4
Unknown,9729658,1490.05,1
Unknown,8944230,1490.03,47
Unknown,9885643,1490.0,11
Unknown,4086533,1489.84,1
Unknown,9849540,1489.83,13
Unknown,9481730,1489.8,9
Unknown,9627650,1489.8,7
Unknown,9879177,1489.79,3
Unknown,2116622,1489.73,1
Unknown,9774235,1489.57,1
Unknown,9641056,1489.5,4
Unknown,9866822,1489.36,4
Unknown,10013909,1489.13,1
Unknown,10054226,1488.94,7
Unknown,9628678,1488.93,37
Elite Eclipse,9440022,1488.87,3
Unknown,9555752,1488.87,3
Unknown,9828848,1488.85,3
Unknown,10054744,1488.84,1
Unknown,9264050,1488.74,3
Unknown,9878091,1488.66,3
Unknown,9493583,1488.61,7
Unknown,9973207,1488.58,1
Unknown,8550526,1488.38,1
Unknown,9886030,1488.32,27
Unknown,9482212,1488.25,1
Unknown,9806904,1488.13,1
Unknown,9799249,1488.12,1
Unknown,9699355,1488.08,3
Unknown,9678484,1487.68,3
Unknown,9839451,1487.63,12
Unknown,9885635,1487.53,1
Unknown,9225524,1487.47,1
Unknown,9849465,1487.37,63
Unknown,9996052,1487.35,3
Unknown,581153,1487.33,5
Unknown,9965377,1487.2,2
Unknown,9949725,1487.2,1
Unknown,9684435,1487.2,3
Unknown,10034463,1487.13,4
Unknown,9885926,1486.96,5
Unknown,10101336,1486.89,1
Unknown,10026842,1486.81,1
Unknown,8239543,1486.76,1
Unknown,8835585,1486.76,1
Unknown,10061609,1486.73,1
Unknown,9939082,1486.68,10
Unknown,1995041,1486.65,1
Unknown,9947748,1486.65,1
Unknown,8993427,1486.6,18
Unknown,10067570,1486.59,19
Unknown,10074801,1486.5,3
Unknown,10033493,1486.43,5
Unknown,9409011,1486.38,7
Unknown,9792547,1486.34,1
Unknown,10007716,1486.24,1
Unknown,2735224,1486.13,1
Unknown,10026858,1486.13,1
Unknown,9752757,1486.13,1
Unknown,9834026,1486.12,15
Unknown,9749789,1486.11,3
Unknown,10026684,1486.1,1
Unknown,10067489,1486.08,1
Unknown,10020214,1485.98,3
Unknown,10060230,1485.9,1
Unknown,10067598,1485.88,36
Unknown,2232219,1485.8,3
Unknown,8741316,1485.75,3
Unknown,9824009,1485.72,3
Unknown,9886567,1485.69,1
Unknown,4001390,1485.61,1
Unknown,8850100,1485.59,93
Unknown,9138062,1485.54,1
Unknown,9850398,1485.5,3
Unknown,10074432,1485.5,1
Unknown,9628315,1485.49,3
Unknown,4651670,1485.47,1
Unknown,9927528,1485.47,1
Unknown,10075845,1485.47,3
Unknown,9760502,1485.44,1
Unknown,9806451,1485.44,1
Unknown,9896000,1485.44,1
Unknown,9207830,1485.43,1
Unknown,10019990,1485.41,1
Unknown,9916311,1485.4,1
Unknown,9780897,1485.4,3
Unknown,9127045,1485.37,1
Unknown,9724959,1485.35,1
Unknown,1497925,1485.34,1
Unknown,10015066,1485.32,11
Unknown,9948986,1485.23,5
Unknown,10032769,1485.22,1
Unknown,9658455,1485.21,13
Unknown,9918662,1485.19,3
Unknown,9865944,1485.17,3
Unknown,10061584,1485.11,1
Unknown,9488373,1485.05,1
Unknown,9659381,1484.97,3
Unknown,8750315,1484.96,3
Unknown,9954517,1484.94,17
Unknown,9316996,1484.9,3
Unknown,9988277,1484.89,1
Unknown,9656911,1484.85,1
Unknown,9905487,1484.8,1
Unknown,9995513,1484.8,1
Unknown,10061798,1484.8,1
Unknown,10068369,1484.8,1
Unknown,9774222,1484.79,5
Unknown,10000181,1484.79,1
Unknown,5204560,1484.77,1
Unknown,2764637,1484.77,1
Unknown,9844272,1484.77,3
Unknown,358946,1484.77,1
Unknown,8580631,1484.77,1
Unknown,9487790,1484.74,1
Unknown,9563702,1484.74,1
Unknown,8406472,1484.74,1
Unknown,9670205,1484.74,1
Unknown,9844632,1484.74,1
Unknown,9819532,1484.74,3
Unknown,9885086,1484.74,1
Unknown,9867026,1484.74,1
Unknown,9906015,1484.74,1
Unknown,9615068,1484.74,1
Unknown,9144947,1484.74,1
Unknown,9965812,1484.74,1
Unknown,9995507,1484.74,1
Unknown,10032750,1484.74,1
Unknown,9628896,1484.74,1
Unknown,9194912,1484.74,1
Unknown,9270895,1484.73,1
Unknown,9905934,1484.7,1
Unknown,9607546,1484.7,1
Unknown,10034353,1484.7,3
Unknown,10074968,1484.69,1
Unknown,9844598,1484.68,354
Unknown,9467002,1484.65,1
Unknown,8855382,1484.65,1
Unknown,9461701,1484.64,1
Unknown,10047507,1484.57,1
Unknown,10054495,1484.55,1
Unknown,10087967,1484.39,3
Unknown,9692731,1484.33,3
Unknown,9885818,1484.33,1
Unknown,9216762,1484.33,1
Unknown,10020201,1484.31,3
Unknown,9628426,1484.24,1
Unknown,9512885,1484.21,1
Unknown,9894925,1484.2,1
Unknown,9828770,1484.16,1
Unknown,9230036,1484.13,1
Unknown,10088881,1484.13,1
Unknown,9511468,1484.1,1
Unknown,9691974,1484.08,1
Unknown,9957119,1484.07,3
Unknown,10061304,1484.06,1
Unknown,9608685,1484.05,1
Unknown,9840232,1484.03,3
Unknown,9518160,1484.03,1
Unknown,6092445,1484.03,1
Unknown,9729895,1484.03,1
Unknown,10007737,1484.01,5
Unknown,9792843,1484.0,1
Unknown,9833619,1484.0,1
Unknown,9142293,1484.0,1
Unknown,9830103,1484.0,1
Unknown,9818839,1484.0,1
Unknown,9833577,1484.0,1
Unknown,8392174,1484.0,1
Unknown,9834343,1484.0,1
Unknown,9798338,1484.0,1
Unknown,7577057,1484.0,1
Unknown,9814373,1484.0,1
Unknown,3718333,1484.0,1
Unknown,5241466,1484.0,1
Unknown,3345153,1484.0,1
Unknown,9793571,1484.0,1
Unknown,9782168,1484.0,1
Unknown,9843181,1484.0,1
Unknown,3341143,1484.0,1
Unknown,8814486,1484.0,1
Unknown,9360471,1484.0,1
Unknown,537515,1484.0,1
Unknown,6206874,1484.0,1
Unknown,2230418,1484.0,1
Unknown,9705228,1484.0,1
Unknown,7577337,1484.0,1
Unknown,9844062,1484.0,1
Unknown,9819982,1484.0,1
Unknown,9824459,1484.0,1
Unknown,2455812,1484.0,1
Unknown,1090323,1484.0,1
Unknown,9360916,1484.0,1
Unknown,9850626,1484.0,1
Unknown,9867082,1484.0,1
Unknown,9530502,1484.0,1
Unknown,9884844,1484.0,1
Unknown,736029,1484.0,1
Unknown,9237732,1484.0,1
Unknown,9814078,1484.0,1
Unknown,9878281,1484.0,1
Unknown,9884045,1484.0,1
Unknown,9887320,1484.0,1
Unknown,9791554,1484.0,1
Unknown,9849947,1484.0,1
Unknown,8213802,1484.0,1
Unknown,7266244,1484.0,1
Unknown,9768969,1484.0,1
Unknown,9499271,1484.0,1
Unknown,9886727,1484.0,1
Unknown,9879631,1484.0,1
Unknown,8842233,1484.0,1
Unknown,9492828,1484.0,1
Unknown,9885612,1484.0,1
Unknown,9894872,1484.0,1
Unknown,9894871,1484.0,1
Unknown,2517259,1484.0,1
Unknown,9137794,1484.0,1
Unknown,9812966,1484.0,1
Unknown,9897062,1484.0,1
Unknown,9897082,1484.0,1
Unknown,9572631,1484.0,1
Unknown,9905450,1484.0,1
Unknown,6822521,1484.0,1
Unknown,9461140,1484.0,1
Unknown,8855907,1484.0,1
Unknown,9564287,1484.0,1
Unknown,9579572,1484.0,1
Unknown,3816939,1484.0,1
Unknown,9532052,1484.0,1
Unknown,9906348,1484.0,1
Unknown,9927570,1484.0,1
Unknown,9927820,1484.0,1
Unknown,9949856,1484.0,1
Unknown,9965161,1484.0,1
Unknown,9966279,1484.0,1
Unknown,9741467,1484.0,1
Unknown,9972600,1484.0,1
Unknown,9482864,1484.0,1
Unknown,9947945,1484.0,1
Unknown,9692199,1484.0,1
Unknown,9989190,1484.0,1
Unknown,9556802,1484.0,1
Unknown,9210462,1484.0,1
Unknown,10007719,1484.0,1
Unknown,10008991,1484.0,1
Unknown,9823437,1484.0,1
Unknown,5682515,1484.0,1
Unknown,10014559,1484.0,1
Unknown,9981615,1484.0,3
Unknown,2040773,1484.0,1
Unknown,9798015,1484.0,1
Unknown,9387995,1484.0,1
Unknown,9996213,1484.0,1
Unknown,6796995,1484.0,1
Unknown,10020158,1484.0,1
Unknown,9939248,1484.0,1
Unknown,10008546,1484.0,1
Unknown,9964987,1484.0,1
Unknown,9168827,1484.0,1
Unknown,8421413,1484.0,1
Unknown,10020343,1484.0,1
Unknown,9965140,1484.0,1
Unknown,10026902,1484.0,1
Unknown,10026894,1484.0,1
Unknown,10026904,1484.0,1
Unknown,9927451,1484.0,1
Unknown,3820521,1484.0,1
Unknown,8136246,1484.0,1
Unknown,10026905,1484.0,1
Unknown,10026919,1484.0,1
Unknown,9797678,1484.0,1
Unknown,8139189,1484.0,1
Unknown,9270025,1484.0,1
Unknown,10032765,1484.0,1
Unknown,7305277,1484.0,1
Unknown,10007127,1484.0,1
Unknown,10033465,1484.0,1
Unknown,2576151,1484.0,1
Unknown,9861098,1484.0,1
Unknown,10035636,1484.0,1
Unknown,9302647,1484.0,1
Unknown,10027382,1484.0,1
Unknown,9860568,1484.0,1
Unknown,9394862,1484.0,1
Unknown,9716873,1484.0,1
Unknown,9449381,1484.0,1
Unknown,9224310,1484.0,1
Unknown,9651791,1484.0,1
Unknown,10061895,1484.0,1
Unknown,9895720,1484.0,1
Unknown,10061897,1484.0,1
Unknown,10061461,1484.0,1
Unknown,10061896,1484.0,1
Unknown,10061370,1484.0,1
Unknown,8550915,1484.0,1
Unknown,9601396,1484.0,1
Unknown,10007913,1484.0,1
Unknown,9394988,1484.0,1
Unknown,9866160,1484.0,1
Unknown,9499502,1484.0,1
Unknown,10075863,1484.0,1
Unknown,9208404,1484.0,1
Unknown,10048361,1484.0,1
Unknown,9825368,1484.0,1
Unknown,9957994,1484.0,1
Unknown,9956940,1484.0,1
Unknown,9855673,1483.99,7
Unknown,9126378,1483.97,1
Unknown,8054970,1483.95,1
Unknown,10001699,1483.94,5
Unknown,9615442,1483.93,1
Unknown,9879313,1483.9,1
Unknown,9860649,1483.89,1
Unknown,9492934,1483.86,1
Unknown,10020401,1483.85,8
Unknown,10040580,1483.82,1
Unknown,1550066,1483.73,1
Unknown,10033469,1483.6,1
Unknown,9564441,1483.59,45
Unknown,9829319,1483.57,1
Unknown,9886510,1483.53,1
Unknown,10047640,1483.51,1
Unknown,9818938,1483.5,75
Unknown,9964991,1483.46,5
Unknown,9467336,1483.45,1
Unknown,10019843,1483.42,88
Unknown,9927796,1483.41,25
Unknown,2019689,1483.39,1
Unknown,9032628,1483.39,1
Unknown,9885999,1483.37,1
Unknown,8769787,1483.37,1
Unknown,4787005,1483.34,1
Unknown,9717978,1483.33,1
Unknown,9547756,1483.3,1
Unknown,9161830,1483.3,1
Unknown,9792479,1483.29,1
Unknown,9402586,1483.27,1
Unknown,9819594,1483.26,1
Unknown,9555871,1483.26,1
Unknown,9671098,1483.26,1
Unknown,9698717,1483.26,1
Unknown,9973024,1483.26,1
Unknown,6710632,1483.26,1
Unknown,9255960,1483.26,1
Unknown,10047495,1483.26,1
Unknown,10061863,1483.26,1
Unknown,9500277,1483.24,1
Unknown,10053510,1483.24,1
Unknown,9537839,1483.24,1
Unknown,10019962,1483.23,1
Unknown,944233,1483.2,1
Unknown,9462366,1483.2,1
Unknown,10095642,1483.2,1
Unknown,9525159,1483.19,1
Unknown,9684245,1483.18,29
Ghost Sheep,9492695,1483.14,1
Unknown,9886133,1483.13,1
Unknown,8805608,1483.06,1
Unknown,8168310,1483.04,1
Unknown,9789816,1483.0,1
Unknown,9791614,1482.94,1
Unknown,10068405,1482.84,3
Passion UA,9247798,1482.78,180
Unknown,9820366,1482.77,5
Unknown,7373486,1482.7,1
Unknown,9676581,1482.63,3
Unknown,9807629,1482.61,1
Unknown,9685840,1482.6,1
Unknown,9878354,1482.6,3
Unknown,6705421,1482.6,1
Unknown,9735315,1482.6,1
Unknown,9448938,1482.59,1
Unknown,10054767,1482.59,2
Unknown,7316426,1482.57,1
Unknown,9710058,1482.57,56
Unknown,8733354,1482.53,1
Unknown,2226177,1482.48,1
Unknown,9850177,1482.23,7
Unknown,9797818,1482.09,14
Unknown,981989,1482.07,1
Unknown,9981805,1482.03,1
Unknown,1287765,1482.0,1
Unknown,7653080,1481.94,188
Unknown,9710803,1481.87,7
Unknown,8945107,1481.78,1
Unknown,9894869,1481.77,9
Unknown,10014558,1481.76,3
Unknown,10014354,1481.66,9
Unknown,9957083,1481.65,11
Unknown,9997041,1481.56,13
Unknown,9705410,1481.56,1
Unknown,10054438,1481.55,13
Unknown,9916420,1481.53,12
Unknown,2873414,1481.51,3
Unknown,10014586,1481.49,3
Unknown,9730225,1481.47,8
Unknown,9710911,1481.46,6
Unknown,10095057,1481.35,5
Unknown,9819482,1481.31,1
Unknown,9586313,1481.29,1
Unknown,10026852,1481.21,1
Unknown,10075253,1480.91,9
Unknown,9839299,1480.88,10
Unknown,9956910,1480.74,9
Unknown,9539470,1480.72,1
Unknown,10075254,1480.6,7
Unknown,9525216,1480.51,9
Unknown,9564280,1480.44,1
Unknown,9833894,1480.03,9
Unknown,8713814,1479.92,1
Unknown,9729266,1479.87,1
Unknown,9150028,1479.83,32
Unknown,10020033,1479.69,4
Unknown,9906175,1479.35,5
Unknown,9948984,1479.26,5
Unknown,9939425,1479.09,2
Unknown,9887321,1479.03,1
Unknown,9956694,1478.91,8
Unknown,9866415,1478.83,12
Unknown,9844314,1478.77,14
Virtus.pro,9729720,1478.57,27
Unknown,9872217,1478.41,2
Unknown,10033514,1477.86,8
Unknown,1659632,1477.82,2
Unknown,10101293,1477.76,4
Unknown,9938757,1477.6,3
Unknown,9375700,1477.45,6
Unknown,10014276,1477.23,2
Unknown,8957156,1477.17,150
Unknown,9884977,1477.03,10
Unknown,9995506,1477.01,4
Unknown,9838812,1476.73,8
Unknown,10008027,1476.64,1
Unknown,10026986,1476.58,2
Unknown,9995697,1476.43,12
Unknown,9799036,1475.9,23
Unknown,8819921,1475.87,4
Unknown,9360232,1475.67,1
Talon,8597976,1475.35,8
Unknown,9724550,1475.25,6
Unknown,9957493,1475.2,2
Unknown,9554331,1475.19,2
Unknown,9956396,1474.91,26
Unknown,9849915,1474.84,69
Unknown,9850983,1474.73,2
Unknown,9729085,1474.69,2
Unknown,2310427,1474.65,4
Unknown,8474193,1474.61,2
Unknown,9938413,1474.5,12
Unknown,10026779,1474.37,1
Unknown,9751816,1474.35,10
Gaimin Gladiators,8599101,1474.29,32
Unknown,9651185,1474.21,73
Unknown,9781830,1473.81,11
Unknown,9476995,1473.81,2
Unknown,10047570,1473.75,2
Unknown,9710806,1473.66,23
Unknown,9081369,1473.48,36
Unknown,7642015,1473.1,6
Unknown,9577761,1473.09,21
Unknown,9938134,1473.08,4
Unknown,9844146,1472.28,4
Unknown,2520299,1472.27,4
Unknown,10047536,1472.2,2
Unknown,9964883,1472.14,2
Unknown,8193994,1472.1,14
Unknown,9927516,1471.89,2
Unknown,10014526,1471.8,4
Unknown,9670922,1471.78,2
Unknown,9956278,1471.66,8
Unknown,9724713,1471.38,16
Unknown,10020402,1471.3,2
Unknown,9905420,1471.26,2
Unknown,9824079,1471.11,12
Unknown,9956872,1471.1,6
Unknown,9850338,1470.87,2
Unknown,9855438,1470.86,4
Unknown,9698457,1470.84,2
Unknown,9200700,1470.81,4
Unknown,9286811,1470.8,2
Unknown,9345998,1470.79,2
Unknown,9884389,1470.78,4
Unknown,9774230,1470.72,4
Unknown,10053526,1470.63,2
Unknown,9825381,1470.32,17
Unknown,9872363,1470.29,2
Unknown,8795158,1470.17,2
Unknown,9765675,1470.14,2
Unknown,9885271,1470.11,2
Unknown,9844320,1470.1,13
Unknown,9844164,1470.09,2
Unknown,9438228,1470.04,10
Unknown,9867092,1470.0,2
Unknown,10060924,1469.94,2
Unknown,9939413,1469.78,2
Unknown,2267859,1469.76,6
Unknown,9904442,1469.75,12
Unknown,9939609,1469.6,2
Unknown,10007878,1469.6,8
Unknown,9828954,1469.57,6
Unknown,9819380,1469.56,6
Unknown,7470427,1469.48,4
Unknown,9323845,1469.47,2
Unknown,1811738,1469.47,2
Unknown,9652753,1469.47,2
Unknown,9646057,1469.47,2
Unknown,9683062,1469.47,2
Unknown,9956474,1469.47,2
Unknown,9570194,1469.47,2
Unknown,10027459,1469.47,2
Unknown,10061071,1469.47,2
Unknown,9988232,1469.44,2
Unknown,8281811,1469.44,2
Unknown,3493083,1469.4,2
Unknown,10026695,1469.38,2
Unknown,9981910,1468.95,2
Unknown,9965086,1468.84,2
Unknown,9304140,1468.8,2
Unknown,8501098,1468.8,2
Unknown,7161723,1468.77,2
Unknown,9929892,1468.77,2
Unknown,5897919,1468.74,2
Unknown,5270085,1468.74,4
Unknown,9878444,1468.74,2
Unknown,9907123,1468.74,2
Unknown,2405833,1468.74,2
Unknown,10014323,1468.74,2
Unknown,10014376,1468.74,2
Unknown,8691372,1468.74,2
Unknown,10019949,1468.74,2
Unknown,10047486,1468.74,2
Unknown,10075147,1468.74,2
Unknown,9375234,1468.74,2
Unknown,9456689,1468.69,13
Unknown,10008012,1468.6,4
Unknown,10020041,1468.6,2
Unknown,10000167,1468.32,6
Unknown,10001733,1468.29,17
Unknown,9832935,1468.2,10
Unknown,9878911,1468.16,41
Unknown,9939500,1468.03,2
Unknown,1642057,1468.0,2
Unknown,9907069,1468.0,2
Unknown,10013957,1468.0,2
Unknown,10013300,1468.0,2
Unknown,9966315,1467.97,2
Unknown,9602009,1467.97,2
Unknown,10068848,1467.97,2
Unknown,9877390,1467.91,2
Unknown,2643363,1467.88,2
Unknown,9467025,1467.84,12
Unknown,9839044,1467.84,15
Unknown,10020213,1467.73,2
Unknown,10019782,1467.57,2
Unknown,10020349,1467.45,2
Unknown,9956713,1467.28,2
Unknown,9964919,1467.25,2
Unknown,9580103,1466.97,2
Unknown,9894870,1466.8,2
Unknown,10075105,1466.48,8
Unknown,9834545,1466.39,12
Unknown,2145977,1466.39,2
Unknown,9895027,1466.37,2
Unknown,9724293,1466.07,2
Unknown,9926444,1466.02,2
Unknown,10075008,1465.96,18
Unknown,9879350,1465.88,2
Unknown,9634766,1465.82,7
Unknown,10034026,1465.82,6
Unknown,9828846,1465.4,14
Unknown,10054580,1465.4,2
Unknown,10039783,1465.23,6
Unknown,9530295,1465.01,7
Unknown,9956831,1464.98,18
Unknown,8849850,1464.75,106
Unknown,9838945,1464.75,24
Unknown,9361469,1464.6,16
Unknown,8608262,1464.52,9
Unknown,9956255,1464.46,2
Unknown,9895564,1464.31,7
Unknown,9928428,1464.27,17
Unknown,9743852,1464.13,3
Unknown,9717281,1464.12,4
Unknown,9744629,1464.08,6
Unknown,9478194,1463.88,11
Unknown,10061030,1463.84,3
Unknown,9751050,1463.38,7
Unknown,10028056,1463.37,21
Unknown,8040483,1463.28,3
Unknown,9798691,1463.24,15
Unknown,10047415,1463.19,5
Unknown,9839063,1463.16,14
Unknown,9845417,1462.82,3
Unknown,9948304,1462.79,2
Unknown,9917087,1461.77,5
Unknown,9843904,1461.42,32
Unknown,8850015,1461.29,227
Unknown,9866136,1460.92,9
Unknown,9956660,1460.82,4
Unknown,9797883,1460.74,26
Unknown,9964531,1460.48,5
Unknown,9829143,1460.3,11
Unknown,9818999,1460.08,5
Unknown,9753675,1459.71,38
Unknown,9834059,1459.42,3
Unknown,9939455,1459.34,5
Unknown,9232161,1459.31,9
Unknown,9894868,1458.8,20
Unknown,9997061,1458.48,11
Unknown,9964674,1458.44,5
Unknown,8795167,1458.33,5
Unknown,9538558,1458.1,70
Unknown,2098192,1458.02,5
Unknown,9562129,1457.98,3
Unknown,9904489,1457.38,5
Unknown,9840188,1457.27,14
Unknown,10075250,1457.07,12
Unknown,10088014,1457.07,9
Unknown,10020128,1456.96,16
Unknown,9767471,1456.88,3
Unknown,9811852,1456.83,3
Unknown,9844318,1456.8,12
Unknown,9843821,1456.3,9
Unknown,10041636,1455.8,3
Unknown,9965265,1455.61,17
Unknown,10000479,1455.56,13
Unknown,9814269,1455.51,1047
Unknown,9906572,1454.97,13
Unknown,9897071,1454.94,5
Unknown,9580329,1454.91,3
Unknown,7249732,1454.9,3
Unknown,8795273,1454.88,3
Unknown,9973599,1454.68,3
Unknown,9828793,1454.17,3
Unknown,9904454,1454.17,5
Unknown,9980758,1454.17,3
Unknown,9988253,1454.08,3
Unknown,9964995,1453.65,12
Unknown,10041296,1453.51,8
Unknown,9894879,1453.26,3
Unknown,9722899,1453.25,134
Unknown,9339581,1452.9,8
Unknown,1944666,1452.74,3
Unknown,9156422,1452.74,3
Unknown,9783842,1452.68,3
Unknown,8623207,1452.62,5
Unknown,8376696,1452.61,13
Unknown,9885315,1452.38,38
Unknown,10053545,1452.32,13
Unknown,10040639,1452.22,6
Unknown,9455282,1452.19,3
Unknown,9580306,1451.83,59
Unknown,9710443,1451.73,68
Unknown,10027925,1451.5,26
Unknown,10034132,1451.33,5
Unknown,9896157,1451.19,58
Unknown,9784780,1450.91,22
Unknown,9957005,1450.31,9
Unknown,9878122,1449.52,8
Unknown,8970060,1449.16,118
Unknown,9981139,1448.98,4
Unknown,9722892,1448.62,12
Unknown,9729342,1448.53,88
Unknown,10061442,1448.09,6
Unknown,9851035,1447.61,14
Unknown,9849533,1447.47,8
Unknown,9641035,1447.06,4
Unknown,10060351,1446.27,4
Unknown,9798986,1445.61,9
Unknown,9697891,1445.24,4
Unknown,9828921,1444.48,246
Unknown,9736246,1444.1,6
Unknown,9798717,1443.97,4
Unknown,9471435,1443.59,12
Unknown,9917735,1443.59,4
Unknown,10040864,1443.52,5
Unknown,10020042,1443.45,10
Unknown,8320272,1443.04,4
Unknown,9745590,1442.92,32
Unknown,9691861,1442.92,4
Shopify Rebellion,39,1442.7,6
Unknown,9894425,1442.68,8
Unknown,9956949,1442.36,4
Unknown,9048057,1442.35,311
Unknown,9545460,1441.68,4
Unknown,9835032,1441.6,4
Unknown,9587688,1441.6,4
Unknown,9895350,1441.12,29
Unknown,9156936,1440.79,6
Unknown,9621580,1440.73,6
Unknown,9957140,1440.58,4
Unknown,9844911,1440.54,19
Unknown,9691225,1440.47,6
Unknown,9640697,1440.43,4
Unknown,9783844,1440.14,4
Unknown,9731241,1440.01,10
Unknown,10001739,1439.88,4
Unknown,9338738,1438.9,7
Unknown,9938414,1438.79,4
Unknown,10088079,1438.76,10
Unknown,9997040,1438.49,8
Unknown,9768472,1437.78,65
Unknown,9855045,1437.72,44
Unknown,9834421,1437.6,17
Unknown,9829765,1437.57,4
Unknown,7155747,1437.54,6
Unknown,9493513,1437.2,19
Unknown,9878581,1436.76,4
Unknown,9867001,1436.62,4
Unknown,9729267,1435.2,14
Unknown,9766265,1434.34,9
Unknown,9482251,1434.22,10
Unknown,10009033,1434.02,5
Unknown,9098294,1432.5,239
Unknown,9830221,1432.15,9
Unknown,9949123,1431.81,5
Unknown,8799137,1431.43,11
Unknown,10019997,1430.81,6
Unknown,9957175,1430.54,7
Unknown,9849459,1429.73,9
Unknown,10088081,1429.64,7
Unknown,10047709,1429.51,35
Unknown,9829449,1429.41,10
Unknown,9691895,1427.75,5
Unknown,9844096,1426.26,21
Unknown,10000086,1426.17,13
Unknown,9844035,1425.73,12
Unknown,9819656,1424.68,82
Unknown,10027435,1423.54,4
Unknown,9996233,1423.32,4
Unknown,10088400,1422.93,9
Unknown,9773195,1421.67,58
Unknown,9834076,1421.43,8
Unknown,9928403,1421.43,16
Unknown,9866907,1421.32,15
Unknown,9820028,1421.21,6
Unknown,9824381,1421.16,38
Unknown,9768002,1420.43,977
Unknown,9646211,1420.14,5
Unknown,9879307,1419.3,67
Unknown,9956691,1418.84,6
Unknown,9886449,1418.22,11
Unknown,9798854,1417.61,10
Unknown,9956417,1416.02,6
Unknown,9026338,1415.36,15
Unknown,9467256,1414.76,23
Unknown,10041315,1413.89,32
Unknown,9824733,1413.41,24
Unknown,9729351,1412.78,46
Unknown,9885928,1412.26,37
Unknown,10088094,1411.78,6
Unknown,8936613,1411.73,178
Unknown,9444076,1411.39,15
Unknown,8849990,1411.03,233
Unknown,9829371,1410.88,11
Unknown,9814016,1410.7,11
Unknown,9997059,1410.02,6
Unknown,8124644,1409.8,6
Unknown,9572165,1409.69,28
Unknown,9209455,1409.08,12
Unknown,9538442,1408.21,26
Unknown,9895544,1408.01,69
Unknown,9505264,1405.04,13
Unknown,9906663,1402.35,8
Unknown,9839289,1402.12,10
Unknown,9790362,1401.88,13
Unknown,9677721,1401.17,32
Unknown,9839101,1401.07,16
Unknown,9958028,1398.26,8
Unknown,9819488,1398.16,16
Unknown,9467244,1397.85,12
Unknown,9972930,1394.74,14
Unknown,9839300,1390.76,10
Unknown,9572147,1388.64,45
Unknown,9530716,1388.18,149
Unknown,9849843,1385.69,9
Unknown,9895695,1384.26,11
Unknown,9906058,1383.44,22
Unknown,9781620,1381.11,10
Unknown,7626304,1380.43,12
Unknown,9736508,1380.0,20
Unknown,9849424,1379.93,12
Unknown,9798933,1378.19,133
Unknown,10020448,1374.81,26
Unknown,9578921,1374.63,18
Unknown,9759026,1372.88,139
Unknown,10028038,1369.09,27
Unknown,10048017,1368.19,14
Unknown,9600432,1363.54,24
Unknown,9499402,1358.56,15
Unknown,9256405,1358.29,83
Unknown,9886289,1356.6,54
Unknown,10047487,1355.38,29
Unknown,9948367,1349.44,131
Unknown,2443375,1347.84,1010
Unknown,9586122,1342.88,184
Unknown,10060977,1341.83,44
Unknown,9894442,1338.18,39
Unknown,9658086,1333.51,37
Unknown,8843862,1322.39,23
Unknown,9839298,1295.49,17
Unknown,9886393,1287.38,103
Unknown,9939386,1276.93,52
